,areas_within,replies,views,total_score,address,polygon
225,SEKSYEN 5 UTARA,11,769,320.0,1,"POLYGON ((101.658941 3.093054, 101.658931 3.093054, 101.651713 3.092987, 101.651519 3.093245, 101.651527 3.096479, 101.651608 3.096795, 101.652497 3.098727, 101.652626 3.099584, 101.652287 3.100829, 101.652335 3.101347, 101.652481 3.101751, 101.653968 3.104791, 101.654065 3.106141, 101.652603 3.109895, 101.65302 3.11002, 101.653945 3.110229, 101.655276 3.111054, 101.658563 3.113127, 101.658602 3.113115, 101.659335 3.112898, 101.65844 3.11034, 101.65844 3.11034, 101.658628 3.110089, 101.659059 3.109516, 101.659059 3.109516, 101.659059 3.109515, 101.659638 3.108745, 101.660348 3.107801, 101.660348 3.107801, 101.660251 3.104851, 101.660209 3.103562, 101.659973 3.102383, 101.659973 3.102383, 101.659444 3.100111, 101.659135 3.098786, 101.659027 3.095588, 101.65897 3.093906, 101.658941 3.093054))"
226,SEKSYEN 5/6 WANGSA MAJU,317,57758,81.0,1,"POLYGON ((101.744156 3.201947, 101.744195 3.201986, 101.744299 3.202093, 101.743435 3.202978, 101.747408 3.202901, 101.747409 3.202889, 101.74741 3.202889, 101.747499 3.20252, 101.749861 3.202448, 101.75136 3.202402, 101.751203 3.200568, 101.7537 3.200636, 101.756593 3.197179, 101.756607 3.197033, 101.756822 3.194759, 101.756577 3.194462, 101.757381 3.194216, 101.757402 3.194209, 101.757742 3.191776, 101.756367 3.191573, 101.752758 3.191651, 101.744965 3.191735, 101.744895 3.192086, 101.744684 3.192437, 101.744543 3.192591, 101.743841 3.193376, 101.743476 3.193558, 101.742915 3.193754, 101.742376 3.194522, 101.742476 3.194578, 101.745065 3.196593, 101.746623 3.199266, 101.744156 3.201947))"
227,"SEKSYEN 7, 8, 9, 10 DAN 11 KOTA DAMANSARA",9,4155,32.0,2,"POLYGON ((101.578164 3.182817, 101.578512 3.18381, 101.579008 3.184802, 101.579157 3.185993, 101.578969 3.188034, 101.579428 3.188559, 101.579193 3.189869, 101.581968 3.190486, 101.582767 3.190051, 101.58379 3.190388, 101.585107 3.188117, 101.59723 3.181894, 101.599491 3.179999, 101.602017 3.177891, 101.60254 3.173357, 101.598553 3.166978, 101.599477 3.158846, 101.591215 3.156169, 101.591265 3.158303, 101.590881 3.159839, 101.589677 3.161529, 101.587692 3.162273, 101.583673 3.162372, 101.581936 3.162571, 101.580745 3.163166, 101.579498 3.164281, 101.578661 3.165895, 101.576973 3.165796, 101.57608 3.16535, 101.575088 3.163613, 101.568488 3.166888, 101.57082 3.171106, 101.571763 3.17185, 101.57474 3.177011, 101.576179 3.177855, 101.577519 3.180336, 101.578164 3.182817))"
228,SELAYANG PANDANG,0,238,10.0,1,"POLYGON ((101.657983 3.241557, 101.657535 3.240746, 101.656688 3.241471, 101.654804 3.243844, 101.653726 3.245555, 101.655051 3.247075, 101.659178 3.244744, 101.660762 3.243876, 101.6607 3.241736, 101.660699 3.24171, 101.659989 3.241798, 101.659426 3.241867, 101.65892 3.24193, 101.658492 3.24195, 101.658385 3.241901, 101.658018 3.24162, 101.657983 3.241557))"
229,SELAYANG UTAMA,1,1769,10.0,1,"POLYGON ((101.647289 3.234861, 101.646628 3.232621, 101.646462 3.232577, 101.64627 3.232527, 101.646215 3.23257, 101.646212 3.23257, 101.642402 3.232267, 101.641135 3.23216, 101.639687 3.230252, 101.639196 3.229602, 101.638894 3.228945, 101.638732 3.228593, 101.637653 3.22876, 101.637204 3.22883, 101.636425 3.228825, 101.634986 3.231163, 101.637026 3.231835, 101.638614 3.232728, 101.639706 3.23382, 101.640699 3.235111, 101.64189 3.236798, 101.642883 3.23799, 101.644616 3.239647, 101.645104 3.239972, 101.647542 3.241138, 101.646479 3.23498, 101.647289 3.234861))"
230,SEMENYIH,327,61195,81.0,1,"POLYGON ((101.847881 2.947733, 101.847146 2.94565, 101.844206 2.945895, 101.840409 2.945528, 101.836612 2.945038, 101.831467 2.943935, 101.825342 2.942588, 101.819111 2.938781, 101.81904 2.939599, 101.81881 2.942248, 101.818511 2.943144, 101.818358 2.943605, 101.816398 2.945414, 101.815827 2.951877, 101.815558 2.954935, 101.818728 2.95398, 101.821423 2.95398, 101.822403 2.95251, 101.824485 2.95104, 101.826567 2.951162, 101.828405 2.94957, 101.839184 2.953, 101.843716 2.954347, 101.846778 2.95496, 101.847146 2.952877, 101.846778 2.951285, 101.847268 2.949937, 101.847881 2.947733))"
231,SEMENYIH BARAT,15,1212,320.0,1,"POLYGON ((101.846778 2.95496, 101.842859 2.956552, 101.841144 2.958512, 101.837592 2.961942, 101.834774 2.965984, 101.833549 2.969904, 101.832324 2.972721, 101.828026 2.97639, 101.83654 2.979507, 101.849488 2.993063, 101.853652 2.991516, 101.854961 2.988185, 101.856864 2.986638, 101.860433 2.986995, 101.863765 2.984972, 101.86424 2.983783, 101.868672 2.98176, 101.86843 2.981348, 101.866983 2.981348, 101.866622 2.98007, 101.865642 2.97909, 101.864662 2.977988, 101.862702 2.976028, 101.860375 2.974681, 101.856578 2.971006, 101.855843 2.968924, 101.854985 2.966719, 101.853025 2.966229, 101.851188 2.963289, 101.848248 2.958879, 101.846778 2.95496))"
232,SENTUL PASAR,92,12061,412.0,2,"POLYGON ((101.687801 3.190515, 101.688893 3.191061, 101.690708 3.19143, 101.691202 3.191307, 101.691431 3.189794, 101.691254 3.188932, 101.692329 3.181419, 101.689299 3.181155, 101.688312 3.180601, 101.68884 3.182836, 101.688893 3.188488, 101.687801 3.190515))"
233,SENTUL SELATAN,1945,292334,120.0,1,"POLYGON ((101.694511 3.169943, 101.691501 3.172772, 101.693017 3.174285, 101.69314 3.174989, 101.692699 3.178437, 101.692329 3.181419, 101.69462 3.181551, 101.695025 3.180126, 101.695959 3.180179, 101.698091 3.180144, 101.698035 3.177027, 101.697265 3.176561, 101.694538 3.176292, 101.694349 3.17551, 101.694592 3.17462, 101.694754 3.174081, 101.69524 3.172949, 101.69524 3.172814, 101.69524 3.171736, 101.694808 3.171318, 101.694586 3.170289, 101.694511 3.169943))"
234,SENTUL TENGAH,34,4636,36.0,1,"POLYGON ((101.691202 3.191307, 101.690867 3.19275, 101.690937 3.195142, 101.693069 3.194966, 101.692664 3.192503, 101.69314 3.191852, 101.693686 3.185695, 101.694409 3.185923, 101.695483 3.185448, 101.695536 3.183979, 101.69462 3.182237, 101.69462 3.181551, 101.692329 3.181419, 101.691254 3.188932, 101.691431 3.189794, 101.691202 3.191307))"
235,SENTUL UTARA,2296,295976,120.0,1,"POLYGON ((101.690937 3.195142, 101.690902 3.1975, 101.691642 3.197465, 101.697481 3.198807, 101.699911 3.193921, 101.699911 3.190839, 101.699911 3.188309, 101.696787 3.188782, 101.694779 3.1888, 101.695483 3.185448, 101.694409 3.185923, 101.693686 3.185695, 101.69314 3.191852, 101.692664 3.192503, 101.693069 3.194966, 101.690937 3.195142))"
236,SEPUTEH,797,105100,120.0,1,"POLYGON ((101.67922 3.114813, 101.679663 3.116493, 101.679959 3.115609, 101.680726 3.11443, 101.68176 3.113486, 101.683738 3.112602, 101.686189 3.11283, 101.68734 3.112535, 101.688905 3.111739, 101.690696 3.110306, 101.691646 3.109546, 101.688925 3.109546, 101.685173 3.109492, 101.683711 3.105547, 101.682827 3.104025, 101.681258 3.1028, 101.678642 3.096729, 101.676369 3.097968, 101.676811 3.100456, 101.677099 3.101239, 101.677397 3.101834, 101.677749 3.102577, 101.677974 3.103099, 101.678046 3.103442, 101.678552 3.105894, 101.678804 3.107103, 101.67893 3.10779, 101.678714 3.10942, 101.678534 3.110269, 101.67847 3.110848, 101.678534 3.111217, 101.678579 3.11146, 101.678858 3.112994, 101.679165 3.114266, 101.67922 3.114813))"
237,SERDANG JAYA 1,3,607,4.0,1,"POLYGON ((101.705704 3.022749, 101.706403 3.023418, 101.707441 3.024529, 101.706341 3.025498, 101.705777 3.025933, 101.707372 3.02815, 101.70924 3.026934, 101.709663 3.026659, 101.710567 3.025851, 101.711433 3.026839, 101.714503 3.024127, 101.716573 3.021771, 101.718572 3.018487, 101.718991 3.017686, 101.719665 3.016396, 101.720213 3.015346, 101.720943 3.014112, 101.721614 3.012977, 101.721748 3.012751, 101.722011 3.012305, 101.721146 3.011645, 101.720816 3.012221, 101.717809 3.017464, 101.714714 3.011554, 101.70997 3.011597, 101.710162 3.013946, 101.709524 3.015361, 101.708606 3.016652, 101.706857 3.018262, 101.70566 3.018361, 101.706151 3.019558, 101.706327 3.020287, 101.706727 3.021391, 101.706013 3.022375, 101.705704 3.022749))"
238,SERDANG LAMA,54,12280,504.0,1,"POLYGON ((101.729342 3.025504, 101.728718 3.024439, 101.72864 3.024307, 101.726172 3.020092, 101.725828 3.020079, 101.720265 3.019868, 101.716928 3.026074, 101.717944 3.026784, 101.719048 3.026719, 101.72059 3.027062, 101.722418 3.027119, 101.723674 3.026719, 101.724937 3.026655, 101.725901 3.027047, 101.726651 3.027119, 101.7274 3.026869, 101.728114 3.026405, 101.729022 3.025739, 101.729342 3.025504))"
239,SERDANG RAYA,1158,147877,55.25,4,"POLYGON ((101.706847 3.048827, 101.706851 3.04879, 101.707221 3.045577, 101.707244 3.045375, 101.708676 3.045539, 101.708748 3.044065, 101.707892 3.043494, 101.707542 3.044079, 101.707782 3.038342, 101.707877 3.033535, 101.708972 3.030632, 101.710257 3.028395, 101.711066 3.027491, 101.711433 3.026839, 101.710567 3.025851, 101.709663 3.026659, 101.70924 3.026934, 101.707372 3.02815, 101.707229 3.029054, 101.707086 3.030577, 101.706836 3.031238, 101.706242 3.032166, 101.705147 3.032761, 101.704539 3.033628, 101.704682 3.039006, 101.703492 3.041004, 101.703111 3.042242, 101.702873 3.044002, 101.70216 3.045049, 101.701731 3.046477, 101.701771 3.047689, 101.701988 3.048099, 101.703856 3.048444, 101.706361 3.048764, 101.706847 3.048827))"
240,SERDANG UTAMA,1286,206873,158.66666666666666,3,"POLYGON ((101.704423 3.029788, 101.704289 3.030408, 101.702921 3.032533, 101.702469 3.0322, 101.702374 3.031724, 101.701708 3.031796, 101.701324 3.031121, 101.701222 3.030273, 101.700865 3.02988, 101.700401 3.030666, 101.699473 3.031379, 101.698759 3.031629, 101.698687 3.025707, 101.696333 3.02564, 101.69517 3.025605, 101.695122 3.028555, 101.693552 3.028698, 101.693504 3.031649, 101.693028 3.033314, 101.690343 3.032974, 101.690114 3.033897, 101.687237 3.045498, 101.687247 3.045503, 101.687292 3.045527, 101.6922 3.044445, 101.692215 3.044445, 101.693037 3.044415, 101.695277 3.044334, 101.696484 3.04448, 101.696715 3.044508, 101.699967 3.045084, 101.700129 3.047756, 101.70187 3.048077, 101.701988 3.048099, 101.701771 3.047689, 101.701731 3.046477, 101.70216 3.045049, 101.702873 3.044002, 101.703111 3.042242, 101.703492 3.041004, 101.704682 3.039006, 101.704539 3.033628, 101.705147 3.032761, 101.706242 3.032166, 101.706836 3.031238, 101.705642 3.030561, 101.704423 3.029788))"
241,SERI GAMBUT,13,1426,165.0,2,"POLYGON ((101.519104 2.979597, 101.498886 2.98013, 101.498202 2.983759, 101.49765 2.984679, 101.490025 2.997009, 101.49297 3.003845, 101.497177 3.003687, 101.497826 2.995231, 101.511603 2.995126, 101.511568 2.988991, 101.519104 2.989027, 101.519104 2.979597))"
242,SERI PENDAMAR,907,105302,120.0,1,"POLYGON ((101.434055 2.982297, 101.451801 2.982556, 101.454433 2.978915, 101.42229 2.977571, 101.418054 2.982044, 101.434055 2.982297))"
243,SETAPAK UTARA,444,69488,221.0,6,"POLYGON ((101.722756 3.203737, 101.722087 3.203357, 101.718044 3.200226, 101.717242 3.199609, 101.715055 3.197931, 101.711772 3.194593, 101.707966 3.197059, 101.707836 3.197351, 101.707945 3.200409, 101.709982 3.201967, 101.711023 3.201837, 101.712345 3.203028, 101.71499 3.204997, 101.714557 3.205603, 101.714947 3.205928, 101.714687 3.206599, 101.714649 3.206962, 101.714649 3.20971, 101.71686 3.209797, 101.716708 3.213325, 101.722258 3.213671, 101.722301 3.212113, 101.721759 3.212091, 101.721824 3.211355, 101.721109 3.211312, 101.721152 3.209148, 101.723255 3.209234, 101.723168 3.207048, 101.721109 3.206962, 101.721239 3.204797, 101.722648 3.204862, 101.722756 3.203737))"
244,SETIA ALAM,3797,524036,205.58333333333334,12,"POLYGON ((101.468864 3.092864, 101.444959 3.092958, 101.442188 3.105791, 101.442065 3.106357, 101.442065 3.106969, 101.442065 3.109959, 101.442065 3.110065, 101.442822 3.110021, 101.444619 3.109917, 101.452211 3.10992, 101.453998 3.114759, 101.454386 3.115825, 101.453856 3.119461, 101.45384 3.119573, 101.45482 3.119527, 101.455641 3.119488, 101.45544 3.132763, 101.454737 3.132793, 101.453136 3.132863, 101.45282 3.133936, 101.452635 3.134566, 101.453433 3.136061, 101.455532 3.13548, 101.456216 3.143142, 101.456495 3.146266, 101.460536 3.15623, 101.463842 3.158113, 101.468434 3.158802, 101.469359 3.158081, 101.470862 3.156907, 101.472014 3.159097, 101.473551 3.160865, 101.474128 3.165399, 101.475088 3.167858, 101.47797 3.169933, 101.478854 3.171686, 101.47966 3.172123, 101.499202 3.171687, 101.499445 3.148371, 101.499688 3.134285, 101.50035 3.092844, 101.499486 3.092182, 101.484328 3.092585, 101.468864 3.092864))"
245,SHAH ALAM S 1 & S 7,146,16479,132.0,4,"POLYGON ((101.504932 3.088378, 101.505134 3.083104, 101.50548 3.081923, 101.506085 3.080799, 101.507526 3.079502, 101.506287 3.078004, 101.505826 3.077456, 101.505105 3.075266, 101.50499 3.074315, 101.505451 3.07224, 101.507526 3.069589, 101.508131 3.067976, 101.508448 3.06665, 101.508851 3.066679, 101.508851 3.065872, 101.509024 3.065469, 101.508794 3.064863, 101.509341 3.062933, 101.508044 3.062673, 101.5045 3.062183, 101.503607 3.062097, 101.50061 3.062327, 101.49801 3.06218, 101.491405 3.063563, 101.488915 3.063011, 101.487532 3.062521, 101.493665 3.07858, 101.492166 3.078638, 101.490783 3.078436, 101.48793 3.076995, 101.486374 3.075468, 101.483781 3.078292, 101.493233 3.086822, 101.497353 3.090654, 101.497267 3.089761, 101.496921 3.088695, 101.497094 3.087513, 101.499313 3.0876, 101.501417 3.089069, 101.503232 3.089041, 101.504932 3.088378))"
246,"SHAH ALAM S 11, S12 & S 14",133,13141,155.0,4,"POLYGON ((101.521963 3.081145, 101.523289 3.079675, 101.524412 3.077629, 101.525133 3.07786, 101.525824 3.078407, 101.52813 3.079762, 101.530176 3.077139, 101.530983 3.075526, 101.531905 3.074661, 101.533518 3.073883, 101.534412 3.073537, 101.535564 3.073422, 101.536919 3.07273, 101.537582 3.072068, 101.537899 3.071434, 101.53908 3.06861, 101.537812 3.068408, 101.535593 3.068004, 101.532106 3.067457, 101.529455 3.066621, 101.527294 3.066592, 101.525853 3.066881, 101.521098 3.06616, 101.518908 3.068811, 101.518447 3.069359, 101.517093 3.069272, 101.514413 3.068552, 101.514298 3.069099, 101.511819 3.07201, 101.511503 3.073018, 101.511416 3.073595, 101.511647 3.074056, 101.51205 3.0742, 101.512915 3.074517, 101.513664 3.075036, 101.518563 3.07858, 101.519917 3.079156, 101.521963 3.081145))"
247,SHAH ALAM S 13,304,46459,301.6,5,"POLYGON ((101.550607 3.092499, 101.55248 3.09247, 101.554603 3.092643, 101.554542 3.084872, 101.55497 3.07921, 101.555056 3.077829, 101.554756 3.077716, 101.554526 3.076188, 101.554094 3.075324, 101.552019 3.074517, 101.550636 3.073566, 101.549022 3.072759, 101.545564 3.071405, 101.53908 3.06861, 101.537899 3.071434, 101.537582 3.072068, 101.536919 3.07273, 101.535564 3.073422, 101.537322 3.074863, 101.539138 3.077773, 101.53908 3.078436, 101.537899 3.079185, 101.53372 3.081923, 101.53032 3.083998, 101.528562 3.084747, 101.531127 3.08809, 101.530003 3.093853, 101.533057 3.094228, 101.535709 3.094746, 101.537495 3.094746, 101.539829 3.094372, 101.547466 3.092124, 101.550607 3.092499))"
248,SHAH ALAM S 15 & S 16,4,1346,4.0,2,"POLYGON ((101.534705 3.059294, 101.526608 3.0567, 101.522977 3.05575, 101.518193 3.054049, 101.52119 3.048113, 101.51753 3.047018, 101.51681 3.049727, 101.51315 3.048603, 101.513121 3.049554, 101.51266 3.052205, 101.509663 3.0516, 101.506782 3.051312, 101.505456 3.051341, 101.502113 3.051715, 101.502137 3.054345, 101.505883 3.054316, 101.505451 3.055959, 101.505365 3.05691, 101.5062 3.058956, 101.508678 3.057688, 101.510263 3.059734, 101.509341 3.062933, 101.521098 3.06616, 101.525853 3.066881, 101.527294 3.066592, 101.529455 3.066621, 101.532106 3.067457, 101.535593 3.068004, 101.537812 3.068408, 101.53908 3.06861, 101.545564 3.071405, 101.549022 3.072759, 101.550636 3.073566, 101.552019 3.074517, 101.554094 3.075324, 101.554526 3.076188, 101.554756 3.077716, 101.555056 3.077829, 101.555377 3.07382, 101.553724 3.07255, 101.551131 3.070331, 101.550237 3.068371, 101.549142 3.066469, 101.54822 3.065259, 101.545483 3.062954, 101.543725 3.061715, 101.540327 3.060893, 101.537529 3.060216, 101.534705 3.059294))"
249,SHAH ALAM S 17 TIMUR,30,5100,36.0,1,"POLYGON ((101.501595 3.051744, 101.502113 3.051715, 101.505456 3.051341, 101.506782 3.051312, 101.509663 3.0516, 101.51266 3.052205, 101.513121 3.049554, 101.51315 3.048603, 101.513092 3.046989, 101.511055 3.042802, 101.51096 3.042609, 101.5105 3.042309, 101.509729 3.041678, 101.509063 3.040136, 101.50796 3.039646, 101.504523 3.039844, 101.504152 3.039865, 101.503901 3.03988, 101.502669 3.039951, 101.502834 3.047018, 101.501796 3.047133, 101.501278 3.047537, 101.501595 3.051744))"
250,SHAH ALAM S 24,140,12911,144.0,1,"POLYGON ((101.523438 3.045174, 101.525714 3.046788, 101.525829 3.045577, 101.524446 3.041053, 101.5241 3.039468, 101.523899 3.038546, 101.523429 3.036497, 101.523362 3.036207, 101.522066 3.036277, 101.521647 3.03572, 101.521409 3.034225, 101.521262 3.033301, 101.520904 3.032112, 101.520491 3.030742, 101.519875 3.030117, 101.519412 3.029648, 101.519249 3.029483, 101.51916 3.02955, 101.516037 3.031863, 101.514625 3.034674, 101.51387 3.036178, 101.512076 3.03975, 101.511795 3.041222, 101.51164 3.041634, 101.511365 3.042223, 101.511295 3.04229, 101.51096 3.042609, 101.511055 3.042802, 101.513092 3.046989, 101.51413 3.045692, 101.515023 3.044252, 101.513824 3.043107, 101.513348 3.041551, 101.513932 3.039843, 101.514645 3.039022, 101.517239 3.034635, 101.518168 3.033965, 101.519141 3.033878, 101.520005 3.034332, 101.520459 3.035607, 101.521107 3.038676, 101.522793 3.042156, 101.522815 3.04315, 101.522112 3.044396, 101.523438 3.045174))"
251,SHAH ALAM S 27 A,47,6585,12.0,4,"POLYGON ((101.571356 3.012256, 101.569882 3.012224, 101.570109 3.01353, 101.568462 3.0197, 101.563098 3.025694, 101.562783 3.02636, 101.562012 3.026816, 101.560715 3.028709, 101.561275 3.030742, 101.564908 3.027627, 101.567291 3.027276, 101.570236 3.028749, 101.572585 3.029239, 101.575038 3.031378, 101.577624 3.031105, 101.578965 3.030712, 101.580542 3.028538, 101.580612 3.025839, 101.581262 3.023981, 101.585927 3.022265, 101.586279 3.021496, 101.586243 3.019673, 101.584927 3.016343, 101.584638 3.014242, 101.584507 3.013293, 101.584876 3.012346, 101.585471 3.011842, 101.586734 3.010769, 101.586378 3.009229, 101.583134 3.011423, 101.583105 3.012196, 101.571356 3.012256))"
252,SHAH ALAM S 27 B,1,776,10.0,1,"POLYGON ((101.550794 3.02934, 101.553633 3.031408, 101.555692 3.035154, 101.560171 3.032949, 101.561275 3.030742, 101.560715 3.028709, 101.562012 3.026816, 101.562783 3.02636, 101.563098 3.025694, 101.568462 3.0197, 101.570109 3.01353, 101.569882 3.012224, 101.569794 3.009499, 101.566849 3.005818, 101.564816 3.00736, 101.564501 3.008096, 101.56443 3.009639, 101.549742 3.009989, 101.549848 3.010445, 101.549672 3.011602, 101.54848 3.012724, 101.546202 3.014511, 101.545661 3.015694, 101.545641 3.015738, 101.546485 3.015856, 101.547148 3.015949, 101.54673 3.017043, 101.546693 3.017141, 101.547043 3.017526, 101.547569 3.017, 101.548095 3.015703, 101.548686 3.015745, 101.549567 3.015808, 101.549681 3.01574, 101.550676 3.015143, 101.551145 3.014862, 101.552722 3.015879, 101.553265 3.017337, 101.553283 3.017386, 101.554054 3.01707, 101.553528 3.015563, 101.554159 3.014967, 101.555386 3.014582, 101.556214 3.013694, 101.556368 3.01353, 101.557139 3.014161, 101.557174 3.015283, 101.558015 3.015528, 101.558401 3.016229, 101.557665 3.017877, 101.556718 3.018367, 101.556304 3.018091, 101.556087 3.017947, 101.555352 3.017979, 101.555281 3.017982, 101.553563 3.018928, 101.551741 3.020926, 101.553493 3.021382, 101.553949 3.02303, 101.55405 3.023077, 101.554475 3.023275, 101.55472 3.020295, 101.555468 3.019437, 101.555667 3.019209, 101.558927 3.020926, 101.557314 3.022539, 101.557279 3.023556, 101.556438 3.024993, 101.55458 3.026746, 101.554229 3.02671, 101.554136 3.026574, 101.553774 3.026044, 101.551916 3.025308, 101.551866 3.025326, 101.550934 3.025659, 101.551635 3.026921, 101.552285 3.027657, 101.552546 3.027953, 101.552687 3.028113, 101.552682 3.028149, 101.552661 3.028318, 101.552617 3.028674, 101.552233 3.028814, 101.551651 3.029026, 101.550794 3.02934))"
253,SRI DAMANSARA JALAN SD 1 - SD 5,1,808,10.0,2,"POLYGON ((101.611629 3.18349, 101.611843 3.184097, 101.611379 3.184668, 101.610795 3.184481, 101.609452 3.184561, 101.607453 3.184954, 101.615405 3.199726, 101.618501 3.197746, 101.619381 3.197476, 101.62018 3.19723, 101.620146 3.197178, 101.619012 3.195441, 101.618863 3.19518, 101.618855 3.19494, 101.618784 3.192656, 101.618779 3.192488, 101.618948 3.192202, 101.619372 3.191487, 101.619372 3.191487, 101.61966 3.188151, 101.619499 3.185752, 101.61945 3.18509, 101.619362 3.183899, 101.619253 3.182415, 101.61916 3.182418, 101.619104 3.18242, 101.615876 3.182527, 101.611629 3.18349))"
